Source,Device timezone,Datetime_start(UTC),Datetime_end(UTC),AQI US,AQI CN,PM2.5 (ug/m3),PM10 (ug/m3),PM1 (ug/m3),CO2 (ppm),CO (ug/m3),TVOC (index),NOx (index),O3 (ug/m3),NO2 (ug/m3),Temperature (Celsius),Temperature (Fahrenheit),Humidity (%),Outdoor PM2.5 (ug/m3),HCHO (ppb),TVOC (ppb),Pressure (pascal),Particle Count,Fan Speed Level,slot.1.co2,slot.1.pm1,slot.1.pm10,slot.1.pm25,slot.1.pc,slot.1.voc,slot.1.hcho,slot.1.o3,slot.1.co,slot.1.no2,slot.2.co2,slot.2.pm1,slot.2.pm10,slot.2.pm25,slot.2.pc,slot.2.voc,slot.2.hcho,slot.2.o3,slot.2.co,slot.2.no2,slot.3.co2,slot.3.pm1,slot.3.pm10,slot.3.pm25,slot.3.pc,slot.3.voc,slot.3.hcho,slot.3.o3,slot.3.co,slot.3.no2,slot.4.co2,slot.4.pm1,slot.4.pm10,slot.4.pm25,slot.4.pc,slot.4.voc,slot.4.hcho,slot.4.o3,slot.4.co,slot.4.no2
93cb296bjsc,America/Los_Angeles UTC-08:00,03/01/2025 00:00,03/31/2025 23:59,60,20,13.79,24.91,9.07,449,,,,,,17,62.6,62,,,,98228,47332,,,9,25,14,44605,,,,,,11,33,19,77310,,,,,,8,19,11,243497,,,,,,,,,,,,,
93cb296bjsc,America/Los_Angeles UTC-07:00,04/01/2025 00:00,04/30/2025 23:59,33,9,5.93,13.60,2.86,415,,,,,,13,55.4,60,,,,97914,16192,,,3,14,6,15494,,,,,,5,24,12,27248,,,,,,3,9,4,15738,,,,,,,,,,,,,
